aln	tcas	D.Symbol	D.Name	tcas_name	D.Chrom	seqnames	start	end	width	strand	product	Chrom
TcasGA2-TC000133	TcasGA2_TC000133	gnl|WGS:AAJJ|TC000133-PA	SoYb	sister of Yb, isoform C	TcasGA2-TC000133	chromosome 2L	CM000278.3	10746624	10749124	2501	-	hypothetical protein	3
TcasGA2-TC000134	TcasGA2_TC000134	gnl|WGS:AAJJ|TC000134-PA	CG32110	uncharacterized protein Dmel_CG32110	TcasGA2-TC000134	chromosome 3L	CM000278.3	10736940	10738403	1464	-	hypothetical protein	3
TcasGA2-TC000135	TcasGA2_TC000135	gnl|WGS:AAJJ|TC000135-PA	dally	division abnormally delayed, isoform B	TcasGA2-TC000135	chromosome 3L	CM000278.3	10732095	10732490	396	-	hypothetical protein	3
TcasGA2-TC000136	TcasGA2_TC000136	gnl|WGS:AAJJ|TC000136-PA	CG4407	uncharacterized protein Dmel_CG4407, isoform B	TcasGA2-TC000136	chromosome X	CM000278.3	10715751	10717555	1805	-	FAD synthase-like Protein	3
TcasGA2-TC000137	TcasGA2_TC000137	gnl|WGS:AAJJ|TC000137-PA	PAN3	Poly(A) specific ribonuclease subunit PAN3, isoform Q	TcasGA2-TC000137	chromosome 3L	CM000278.3	10709976	10715675	5700	-	PAB-dependent poly(A)-specific ribonuclease subunit PAN3-like Protein	3
TcasGA2-TC000138	TcasGA2_TC000138	gnl|WGS:AAJJ|TC000138-PA	JMJD5	jumonji domain containing 5, isoform B	TcasGA2-TC000138	chromosome 3L	CM000278.3	10699917	10701725	1809	-	Lysine-specific demethylase 8-like Protein	3
TcasGA2-TC000139	TcasGA2_TC000139	gnl|WGS:AAJJ|TC000139-PA	CG33017	uncharacterized protein Dmel_CG33017, isoform C	TcasGA2-TC000139	chromosome 2R	CM000278.3	10673870	10677965	4096	-	hypothetical protein	3
TcasGA2-TC000140	TcasGA2_TC000140	gnl|WGS:AAJJ|TC000140-PA	CG2990	uncharacterized protein Dmel_CG2990, isoform B	TcasGA2-TC000140	chromosome X	CM000278.3	10655226	10664375	9150	-	DNA replication ATP-dependent helicase/nuclease DNA2-like Protein	3
TcasGA2-TC000142	TcasGA2_TC000142	gnl|WGS:AAJJ|TC000142-PA	CG13887	uncharacterized protein Dmel_CG13887, isoform E	TcasGA2-TC000142	chromosome 3L	CM000278.3	10639685	10642766	3082	-	B-cell receptor-associated protein 31-like Protein	3
TcasGA2-TC000143	TcasGA2_TC000143	gnl|WGS:AAJJ|TC000143-PA	eIF1	eukaryotic translation initiation factor 1	TcasGA2-TC000143	chromosome 3L	CM000278.3	10636212	10639576	3365	-	Protein translation factor SUI1 homolog-like Protein	3
TcasGA2-TC000144	TcasGA2_TC000144	gnl|WGS:AAJJ|TC000144-PA	Arp2	Actin-related protein 2, isoform B	TcasGA2-TC000144	chromosome X	CM000278.3	10595021	10599661	4641	-	Actin-related protein 2-like Protein	3
TcasGA2-TC000145	TcasGA2_TC000145	gnl|WGS:AAJJ|TC000145-PA	sano	serrano, isoform F	TcasGA2-TC000145	chromosome 2R	KQ972814.1	544	954	411	-	hypothetical protein	NA
TcasGA2-TC000146	TcasGA2_TC000146	gnl|WGS:AAJJ|TC000146-PA	CG3534	uncharacterized protein Dmel_CG3534	TcasGA2-TC000146	chromosome 3R	KQ972161.1	1978	2799	822	+	hypothetical protein	NA
TcasGA2-TC000147	TcasGA2_TC000147	gnl|WGS:AAJJ|TC000147-PA	CG32681	uncharacterized protein Dmel_CG32681	TcasGA2-TC000147	chromosome X	CM000280.3	1035403	1038370	2968	+	hypothetical protein	5
TcasGA2-TC000148	TcasGA2_TC000148	gnl|WGS:AAJJ|TC000148-PA	Cyp6g2	Cyp6g2	TcasGA2-TC000148	chromosome 2R	CM000280.3	1072163	1073950	1788	+	cytochrome P450 345C1	5
TcasGA2-TC000149	TcasGA2_TC000149	gnl|WGS:AAJJ|TC000149-PA	Pex5	peroxin 5, isoform B	TcasGA2-TC000149	chromosome X	CM000280.3	1086402	1087235	834	+	hypothetical protein	5
TcasGA2-TC000150	TcasGA2_TC000150	gnl|WGS:AAJJ|TC000150-PA	Pde9	phosphodiesterase 9, isoform E	TcasGA2-TC000150	chromosome X	CM000280.3	1077073	1178600	101528	-	High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A-like Protein	5
TcasGA2-TC000151	TcasGA2_TC000151	gnl|WGS:AAJJ|TC000151-PA	Cyp6g2	Cyp6g2	TcasGA2-TC000151	chromosome 2R	CM000280.3	1062044	1067191	5148	-	cytochrome P450 345B1	5
TcasGA2-TC000152	TcasGA2_TC000152	gnl|WGS:AAJJ|TC000152-PA	Cyp6g2	Cyp6g2	TcasGA2-TC000152	chromosome 2R	CM000280.3	1055666	1057561	1896	-	cytochrome P450 345A1	5
TcasGA2-TC000153	TcasGA2_TC000153	gnl|WGS:AAJJ|TC000153-PA	Cyp6g2	Cyp6g2	TcasGA2-TC000153	chromosome 2R	CM000280.3	1043291	1051151	7861	-	cytochrome P450-like protein	5
TcasGA2-TC000155	TcasGA2_TC000155	gnl|WGS:AAJJ|TC000155-PA	CG16984	uncharacterized protein Dmel_CG16984	TcasGA2-TC000155	chromosome 3L	KQ971445.1	866	1404	539	-	hypothetical protein	NA
TcasGA2-TC000156	TcasGA2_TC000156	gnl|WGS:AAJJ|TC000156-PA	CG9722	uncharacterized protein Dmel_CG9722	TcasGA2-TC000156	chromosome 3R	KQ972790.1	5103	5657	555	-	hypothetical protein	NA
TcasGA2-TC000157	TcasGA2_TC000157	gnl|WGS:AAJJ|TC000157-PA	roq	roquin, isoform C	TcasGA2-TC000157	chromosome 3L	KQ972790.1	316	4020	3705	-	hypothetical protein	NA
TcasGA2-TC000158	TcasGA2_TC000158	gnl|WGS:AAJJ|TC000158-PA	CG8414	uncharacterized protein Dmel_CG8414	TcasGA2-TC000158	chromosome 2R	CM000277.3	15259958	15262459	2502	-	Polynucleotide 5'-hydroxyl-kinase NOL9-like Protein	2
TcasGA2-TC000159	TcasGA2_TC000159	gnl|WGS:AAJJ|TC000159-PA	Tdrd3	tudor domain containing 3	TcasGA2-TC000159	chromosome 3L	CM000277.3	15258448	15259909	1462	-	hypothetical protein	2
TcasGA2-TC000160	TcasGA2_TC000160	gnl|WGS:AAJJ|TC000160-PA	Uck	Uridine-cytidine kinase, isoform D	TcasGA2-TC000160	chromosome 3R	CM000277.3	15230874	15233031	2158	-	putative uridine-cytidine kinase-like Protein	2
TcasGA2-TC000161	TcasGA2_TC000161	gnl|WGS:AAJJ|TC000161-PA	Surf4	surfeit 4	TcasGA2-TC000161	chromosome 3R	CM000277.3	15227392	15230279	2888	-	Surfeit locus protein 4 homolog-like Protein	2
TcasGA2-TC000162	TcasGA2_TC000162	gnl|WGS:AAJJ|TC000162-PA	Smg6	Smg6	TcasGA2-TC000162	chromosome 3R	CM000277.3	15222580	15226009	3430	-	Protein SMG7-like Protein	2
TcasGA2-TC000163	TcasGA2_TC000163	gnl|WGS:AAJJ|TC000163-PA	tyn	trynity, isoform A	TcasGA2-TC000163	chromosome X	CM000277.3	15185322	15194879	9558	-	hypothetical protein	2
TcasGA2-TC000164	TcasGA2_TC000164	gnl|WGS:AAJJ|TC000164-PA	Impbeta11	importin beta11	TcasGA2-TC000164	chromosome 2R	CM000277.3	15179795	15183829	4035	-	Importin-11-like Protein	2
TcasGA2-TC000165	TcasGA2_TC000165	gnl|WGS:AAJJ|TC000165-PA	CG40470	uncharacterized protein Dmel_CG40470	TcasGA2-TC000165	chromosome 3L	CM000277.3	15170559	15175369	4811	-	aminopeptidase-like protein	2
TcasGA2-TC000167	TcasGA2_TC000167	gnl|WGS:AAJJ|TC000167-PA	DCP2	decapping protein 2, isoform A	TcasGA2-TC000167	chromosome 3L	CM000277.3	15161634	15163199	1566	-	m7GpppN-mRNA hydrolase-like Protein	2
TcasGA2-TC000168	TcasGA2_TC000168	gnl|WGS:AAJJ|TC000168-PA	CCHa2	CCHamide-2, isoform B	TcasGA2-TC000168	chromosome 3R	CM000277.3	15109102	15114409	5308	-	hypothetical protein	2
TcasGA2-TC000169	TcasGA2_TC000169	gnl|WGS:AAJJ|TC000169-PA	MESK4	misexpression suppressor of KSR 4, isoform B	TcasGA2-TC000169	chromosome 3R	CM000277.3	15107880	15108820	941	-	Leucine-rich repeat-containing protein C10orf11 homolog-like Protein	2
TcasGA2-TC000170	TcasGA2_TC000170	gnl|WGS:AAJJ|TC000170-PA	Gal	beta galactosidase, isoform B	TcasGA2-TC000170	chromosome 2L	CM000277.3	15102943	15104989	2047	-	Beta-galactosidase-1-like protein 2	2
TcasGA2-TC000171	TcasGA2_TC000171	gnl|WGS:AAJJ|TC000171-PA	spen	split ends, isoform B	TcasGA2-TC000171	chromosome 2L	CM000277.3	15102265	15102903	639	-	hypothetical protein	2
TcasGA2-TC000173	TcasGA2_TC000173	gnl|WGS:AAJJ|TC000173-PA	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	TcasGA2-TC000173	chromosome 3R	CM000277.3	15095332	15096079	748	-	Gamma-interferon-inducible lysosomal thiol reductase-like Protein	2
TcasGA2-TC000174	TcasGA2_TC000174	gnl|WGS:AAJJ|TC000174-PA	GILT1	Gamma-interferon-inducible lysosomal thiol reductase 1	TcasGA2-TC000174	chromosome 3R	CM000277.3	15093956	15094849	894	-	Gamma-interferon-inducible lysosomal thiol reductase-like Protein	2
TcasGA2-TC000175	TcasGA2_TC000175	gnl|WGS:AAJJ|TC000175-PA	Pxd	peroxidase, isoform C	TcasGA2-TC000175	chromosome 3R	CM000277.3	15083452	15090509	7058	-	Peroxidase-like Protein	2
TcasGA2-TC000176	TcasGA2_TC000176	gnl|WGS:AAJJ|TC000176-PA	Tl	toll, isoform B	TcasGA2-TC000176	chromosome 3R	CM000277.3	15080246	15083179	2934	-	toll-like protein	2
TcasGA2-TC000177	TcasGA2_TC000177	gnl|WGS:AAJJ|TC000177-PA	Snx27	sorting nexin 27, isoform A	TcasGA2-TC000177	chromosome X	CM000277.3	15076486	15080189	3704	-	Sorting nexin-27-like Protein	2
TcasGA2-TC000178	TcasGA2_TC000178	gnl|WGS:AAJJ|TC000178-PA	Eh	eclosion hormone, isoform B	TcasGA2-TC000178	chromosome 3R	CM000277.3	15073876	15074471	596	-	eclosion hormone-like protein	2
TcasGA2-TC000179	TcasGA2_TC000179	gnl|WGS:AAJJ|TC000179-PA	twr	twisted bristles roughened eye	TcasGA2-TC000179	chromosome 3R	CM000277.3	15071325	15073409	2085	-	Signal peptidase complex catalytic subunit SEC11C-like Protein	2
TcasGA2-TC000182	TcasGA2_TC000182	gnl|WGS:AAJJ|TC000182-PA	Ptpmeg2	protein tyrosine phosphatase Meg2, isoform C	TcasGA2-TC000182	chromosome X	CM000277.3	15023993	15029209	5217	-	Tyrosine-protein phosphatase non-receptor type 9-like Protein	2
TcasGA2-TC000183	TcasGA2_TC000183	gnl|WGS:AAJJ|TC000183-PA	Bin1	bicoid interacting protein 1, isoform B	TcasGA2-TC000183	chromosome 3R	CM000277.3	15020970	15021629	660	-	Histone deacetylase complex subunit SAP18-like Protein	2
TcasGA2-TC000184	TcasGA2_TC000184	gnl|WGS:AAJJ|TC000184-PA	Mpc1	mitochondrial pyruvate carrier, isoform C	TcasGA2-TC000184	chromosome 3R	CM000277.3	15015957	15016839	883	-	Mitochondrial pyruvate carrier 1-like Protein	2
TcasGA2-TC000185	TcasGA2_TC000185	gnl|WGS:AAJJ|TC000185-PA	Syp	syncrip, isoform L	TcasGA2-TC000185	chromosome 3R	CM000277.3	14993998	15005729	11732	-	Heterogeneous nuclear ribonucleoprotein Q-like Protein	2
TcasGA2-TC000186	TcasGA2_TC000186	gnl|WGS:AAJJ|TC000186-PA	CG43732	uncharacterized protein Dmel_CG43732, isoform A	TcasGA2-TC000186	chromosome 3R	CM000277.3	14970914	14971012	99	-	hypothetical protein	2
TcasGA2-TC000187	TcasGA2_TC000187	gnl|WGS:AAJJ|TC000187-PA	CG42613	uncharacterized protein Dmel_CG42613, isoform H	TcasGA2-TC000187	chromosome 3R	CM000277.3	14952105	14993829	41725	-	Cubilin-like Protein	2
TcasGA2-TC000188	TcasGA2_TC000188	gnl|WGS:AAJJ|TC000188-PA	Hsc70-2	heat shock protein cognate 2	TcasGA2-TC000188	chromosome 3R	CM000277.3	14939351	14943419	4069	-	Heat shock 70 kDa protein cognate 2-like Protein	2
TcasGA2-TC000191	TcasGA2_TC000191	gnl|WGS:AAJJ|TC000191-PA	CG18748	uncharacterized protein Dmel_CG18748, isoform B	TcasGA2-TC000191	chromosome 3R	CM000277.3	14936329	14937379	1051	-	hypothetical protein	2
TcasGA2-TC000192	TcasGA2_TC000192	gnl|WGS:AAJJ|TC000192-PA	Upf1	Upf1 RNA helicase, isoform B	TcasGA2-TC000192	chromosome X	CM000277.3	14922095	14927062	4968	-	Regulator of nonsense transcripts 1 homolog-like Protein	2
TcasGA2-TC000193	TcasGA2_TC000193	gnl|WGS:AAJJ|TC000193-PA	NANS	N-acetylneuraminic acid synthase	TcasGA2-TC000193	chromosome 3R	CM000277.3	14920027	14922042	2016	-	Sialic acid synthase-like Protein	2
TcasGA2-TC000195	TcasGA2_TC000195	gnl|WGS:AAJJ|TC000195-PA	CG7137	uncharacterized protein Dmel_CG7137	TcasGA2-TC000195	chromosome 2R	CM000277.3	14909085	14910662	1578	-	Ribosomal RNA-processing protein 8-like Protein	2
TcasGA2-TC000196	TcasGA2_TC000196	gnl|WGS:AAJJ|TC000196-PA	CG6511	uncharacterized protein Dmel_CG6511, isoform B	TcasGA2-TC000196	chromosome 3L	CM000277.3	14900355	14904642	4288	-	Erythroid differentiation-related factor 1-like Protein	2
TcasGA2-TC000202	TcasGA2_TC000202	gnl|WGS:AAJJ|TC000202-PA	Or7a	odorant receptor 7a	TcasGA2-TC000202	chromosome X	CM000277.3	14821201	14822983	1783	-	odorant receptor 153	2
TcasGA2-TC000203	TcasGA2_TC000203	gnl|WGS:AAJJ|TC000203-PA	CG9449	uncharacterized protein Dmel_CG9449, isoform K	TcasGA2-TC000203	chromosome 3L	CM000277.3	14776788	14778163	1376	-	Venom acid phosphatase Acph-1-like Protein	2
TcasGA2-TC000208	TcasGA2_TC000208	gnl|WGS:AAJJ|TC000208-PA	armi	armitage, isoform C	TcasGA2-TC000208	chromosome 3L	CM000277.3	14698403	14702243	3841	-	putative RNA helicase armi-like Protein	2
TcasGA2-TC000209	TcasGA2_TC000209	gnl|WGS:AAJJ|TC000209-PA	mtgo	miles to go, isoform H	TcasGA2-TC000209	chromosome 2L	CM000277.3	14691404	14693513	2110	-	Cytokine receptor-like factor 3	2
TcasGA2-TC000211	TcasGA2_TC000211	gnl|WGS:AAJJ|TC000211-PA	CG33934	I\\'m not dead yet 2, isoform B	TcasGA2-TC000211	chromosome 3R	CM000277.3	14653314	14660525	7212	-	hypothetical protein	2
TcasGA2-TC000212	TcasGA2_TC000212	gnl|WGS:AAJJ|TC000212-PA	Usp7	Ubiquitin-specific protease 7, isoform C	TcasGA2-TC000212	chromosome X	CM000277.3	14634932	14635255	324	-	hypothetical protein	2
TcasGA2-TC000215	TcasGA2_TC000215	gnl|WGS:AAJJ|TC000215-PA	CG5787	uncharacterized protein Dmel_CG5787, isoform B	TcasGA2-TC000215	chromosome 2L	CM000277.3	14580978	14581361	384	-	hypothetical protein	2
TcasGA2-TC000216	TcasGA2_TC000216	gnl|WGS:AAJJ|TC000216-PA	neur	neuralized, isoform B	TcasGA2-TC000216	chromosome 3R	CM000277.3	14555441	14579583	24143	-	Protein neuralized-like Protein	2
TcasGA2-TC000217	TcasGA2_TC000217	gnl|WGS:AAJJ|TC000217-PA	CG14689	uncharacterized protein Dmel_CG14689	TcasGA2-TC000217	chromosome 3R	CM000277.3	14548264	14550827	2564	-	hypothetical protein	2
TcasGA2-TC000218	TcasGA2_TC000218	gnl|WGS:AAJJ|TC000218-PA	Gs1	glutamine synthetase 1, isoform D	TcasGA2-TC000218	chromosome 2L	CM000277.3	14544566	14545773	1208	-	Glutamine synthetase 1, mitochondrial-like Protein	2
TcasGA2-TC000219	TcasGA2_TC000219	gnl|WGS:AAJJ|TC000219-PA	CG3803	uncharacterized protein Dmel_CG3803	TcasGA2-TC000219	chromosome 2R	CM000277.3	14538666	14541703	3038	-	Cytochrome c oxidase assembly protein COX15 homolog-like Protein	2
TcasGA2-TC000220	TcasGA2_TC000220	gnl|WGS:AAJJ|TC000220-PA	shop	shopper	TcasGA2-TC000220	chromosome X	CM000277.3	14534630	14537053	2424	-	putative sulfite oxidase, mitochondrial-like Protein	2
TcasGA2-TC000221	TcasGA2_TC000221	gnl|WGS:AAJJ|TC000221-PA	Cad87A	cadherin 87A	TcasGA2-TC000221	chromosome 3R	CM000277.3	14491171	14527725	36555	-	cadherin 23	2
TcasGA2-TC000222	TcasGA2_TC000222	gnl|WGS:AAJJ|TC000222-PA	ds	dachsous, isoform B	TcasGA2-TC000222	chromosome 2L	CM000277.3	14480006	14487605	7600	-	E-cadherin-like protein	2
TcasGA2-TC000223	TcasGA2_TC000223	gnl|WGS:AAJJ|TC000223-PA	CG6766	uncharacterized protein Dmel_CG6766	TcasGA2-TC000223	chromosome 2L	CM000277.3	14478323	14479895	1573	-	Endoplasmic reticulum lectin 1-like Protein	2
TcasGA2-TC000224	TcasGA2_TC000224	gnl|WGS:AAJJ|TC000224-PA	CkIIbeta	casein kinase II beta subunit, isoform F	TcasGA2-TC000224	chromosome X	CM000277.3	14470178	14472105	1928	-	Casein kinase II subunit beta-like Protein	2
TcasGA2-TC000225	TcasGA2_TC000225	gnl|WGS:AAJJ|TC000225-PA	CG5376	uncharacterized protein Dmel_CG5376	TcasGA2-TC000225	chromosome 3R	CM000277.3	14468080	14469095	1016	-	hypothetical protein	2
TcasGA2-TC000226	TcasGA2_TC000226	gnl|WGS:AAJJ|TC000226-PA	Mmp1	matrix metalloproteinase 1, isoform E	TcasGA2-TC000226	chromosome 2R	CM000277.3	14449050	14455493	6444	-	hypothetical protein	2
TcasGA2-TC000227	TcasGA2_TC000227	gnl|WGS:AAJJ|TC000227-PA	bgcn	benign gonial cell neoplasm, isoform B	TcasGA2-TC000227	chromosome 2R	CM000277.3	14448076	14448731	656	-	hypothetical protein	2
TcasGA2-TC000228	TcasGA2_TC000228	gnl|WGS:AAJJ|TC000228-PA	sqa	spaghetti-squash activator, isoform D	TcasGA2-TC000228	chromosome 2R	CM000277.3	14439506	14442744	3239	-	Myosin light chain kinase, smooth muscle-like Protein	2
TcasGA2-TC000229	TcasGA2_TC000229	gnl|WGS:AAJJ|TC000229-PA	CCT2	chaperonin containing TCP1 subunit 2	TcasGA2-TC000229	chromosome X	CM000277.3	14432969	14435411	2443	-	T-complex protein 1 subunit alpha-like Protein	2
TcasGA2-TC000230	TcasGA2_TC000230	gnl|WGS:AAJJ|TC000230-PA	Actn3	alpha actinin 3	TcasGA2-TC000230	chromosome 3R	CM000277.3	14431299	14432914	1616	-	hypothetical protein	2
TcasGA2-TC000231	TcasGA2_TC000231	gnl|WGS:AAJJ|TC000231-PA	CG3437	uncharacterized protein Dmel_CG3437	TcasGA2-TC000231	chromosome 3L	CM000277.3	14429268	14431244	1977	-	Protein xmas-2-like Protein	2
TcasGA2-TC000232	TcasGA2_TC000232	gnl|WGS:AAJJ|TC000232-PA	CG42272	uncharacterized protein Dmel_CG42272, isoform C	TcasGA2-TC000232	chromosome 3L	CM000277.3	14416090	14417771	1682	-	Vacuolar protein sorting-associated protein 62-like Protein	2
TcasGA2-TC000233	TcasGA2_TC000233	gnl|WGS:AAJJ|TC000233-PA	Blos3	biogenesis of lysosome-related organelles complex 1, subunit 3	TcasGA2-TC000233	chromosome 3L	CM000277.3	14415324	14416011	688	-	Biogenesis of lysosome-related organelles complex 1 subunit 3-like Protein	2
TcasGA2-TC000234	TcasGA2_TC000234	gnl|WGS:AAJJ|TC000234-PA	CG7768	uncharacterized protein Dmel_CG7768, isoform B	TcasGA2-TC000234	chromosome 3L	CM000277.3	14410964	14412131	1168	-	Peptidyl-prolyl cis-trans isomerase-like Protein	2
TcasGA2-TC000235	TcasGA2_TC000235	gnl|WGS:AAJJ|TC000235-PA	Ing3	inhibitor of growth family, member 3	TcasGA2-TC000235	chromosome X	CM000277.3	14408969	14410901	1933	-	Inhibitor of growth protein 3-like Protein	2
TcasGA2-TC000236	TcasGA2_TC000236	gnl|WGS:AAJJ|TC000236-PA	CG6472	uncharacterized protein Dmel_CG6472	TcasGA2-TC000236	chromosome 2R	CM000277.3	14402404	14406831	4428	-	Vitellogenin-3-like Protein	2
TcasGA2-TC000237	TcasGA2_TC000237	gnl|WGS:AAJJ|TC000237-PA	mub	mushroom-body expressed, isoform D	TcasGA2-TC000237	chromosome 3L	CM000277.3	14319919	14328311	8393	-	Poly(rC)-binding protein 3-like Protein	2
TcasGA2-TC000238	TcasGA2_TC000238	gnl|WGS:AAJJ|TC000238-PA	FASN3	fatty acid synthase 3	TcasGA2-TC000238	chromosome 3L	CM000277.3	14302934	14313961	11028	-	hypothetical protein	2
TcasGA2-TC000243	TcasGA2_TC000243	gnl|WGS:AAJJ|TC000243-PA	Nup154	nucleoporin 154kD, isoform D	TcasGA2-TC000243	chromosome 2L	CM000277.3	14244554	14249461	4908	-	Nuclear pore complex protein Nup155-like Protein	2
TcasGA2-TC000244	TcasGA2_TC000244	gnl|WGS:AAJJ|TC000244-PA	Chi	chip, isoform A	TcasGA2-TC000244	chromosome 2R	CM000277.3	14209645	14242851	33207	-	LIM domain-binding protein 2-like Protein	2
TcasGA2-TC000245	TcasGA2_TC000245	gnl|WGS:AAJJ|TC000245-PA	Prp3	precursor RNA processing 3, isoform A	TcasGA2-TC000245	chromosome 3L	CM000277.3	14204714	14209561	4848	-	U4/U6 small nuclear ribonucleoprotein Prp3-like Protein	2
TcasGA2-TC000246	TcasGA2_TC000246	gnl|WGS:AAJJ|TC000246-PA	CG5390	uncharacterized protein Dmel_CG5390, isoform B	TcasGA2-TC000246	chromosome 2L	CM000277.3	14197610	14198881	1272	-	serine protease H1	2
TcasGA2-TC000247	TcasGA2_TC000247	gnl|WGS:AAJJ|TC000247-PA	CG5390	uncharacterized protein Dmel_CG5390, isoform B	TcasGA2-TC000247	chromosome 2L	CM000277.3	14194693	14196601	1909	-	serine protease H2	2
TcasGA2-TC000248	TcasGA2_TC000248	gnl|WGS:AAJJ|TC000248-PA	CG5390	uncharacterized protein Dmel_CG5390, isoform B	TcasGA2-TC000248	chromosome 2L	CM000277.3	14191742	14194641	2900	-	serine protease H3	2
TcasGA2-TC000249	TcasGA2_TC000249	gnl|WGS:AAJJ|TC000249-PA	CG40160	uncharacterized protein Dmel_CG40160, isoform A	TcasGA2-TC000249	chromosome 3L	CM000277.3	14188599	14191471	2873	-	serine protease H4	2
TcasGA2-TC000250	TcasGA2_TC000250	gnl|WGS:AAJJ|TC000250-PA	CG5390	uncharacterized protein Dmel_CG5390, isoform B	TcasGA2-TC000250	chromosome 2L	CM000277.3	14168675	14169843	1169	-	serine protease H5	2
TcasGA2-TC000255	TcasGA2_TC000255	gnl|WGS:AAJJ|TC000255-PA	CG10418	uncharacterized protein Dmel_CG10418	TcasGA2-TC000255	chromosome 3L	CM000277.3	14015621	14016244	624	-	U6 snRNA-associated Sm-like protein LSm2	2
TcasGA2-TC000256	TcasGA2_TC000256	gnl|WGS:AAJJ|TC000256-PA	ACXE	adenylyl cyclase X E	TcasGA2-TC000256	chromosome 2L	CM000277.3	13994799	13995468	670	-	hypothetical protein	2
TcasGA2-TC000258	TcasGA2_TC000258	gnl|WGS:AAJJ|TC000258-PA	Prosalpha6	proteasome alpha6 subunit, isoform B	TcasGA2-TC000258	chromosome 2L	CM000277.3	13970858	13973137	2280	-	Proteasome subunit alpha type-1-like Protein	2
TcasGA2-TC000259	TcasGA2_TC000259	gnl|WGS:AAJJ|TC000259-PA	Sdr	secreted decoy of InR, isoform B	TcasGA2-TC000259	chromosome 3R	CM000277.3	13966054	13966404	351	-	hypothetical protein	2
TcasGA2-TC000261	TcasGA2_TC000261	gnl|WGS:AAJJ|TC000261-PA	CG4335	uncharacterized protein Dmel_CG4335	TcasGA2-TC000261	chromosome 3R	CM000277.3	13914942	13928882	13941	-	hypothetical protein	2
TcasGA2-TC000262	TcasGA2_TC000262	gnl|WGS:AAJJ|TC000262-PA	mago	mago nashi	TcasGA2-TC000262	chromosome 2R	CM000277.3	13913061	13913321	261	-	hypothetical protein	2
TcasGA2-TC000264	TcasGA2_TC000264	gnl|WGS:AAJJ|TC000264-PA	MRP	Multidrug-Resistance like protein 1, isoform A	TcasGA2-TC000264	chromosome 2L	CM000277.3	13861291	13861608	318	-	hypothetical protein	2
TcasGA2-TC000267	TcasGA2_TC000267	gnl|WGS:AAJJ|TC000267-PA	wcd	wicked	TcasGA2-TC000267	chromosome 2R	CM000277.3	13812266	13814077	1812	-	U3 small nucleolar RNA-associated protein 18 homolog-like Protein	2
TcasGA2-TC000268	TcasGA2_TC000268	gnl|WGS:AAJJ|TC000268-PA	Taf4	TBP-associated factor 4, isoform E	TcasGA2-TC000268	chromosome 3L	CM000277.3	13805075	13811867	6793	-	Transcription initiation factor TFIID subunit 4-like Protein	2
TcasGA2-TC000269	TcasGA2_TC000269	gnl|WGS:AAJJ|TC000269-PA	twz	tiwaz, isoform B	TcasGA2-TC000269	chromosome 2R	CM000277.3	13762645	13802079	39435	-	BTB/POZ domain-containing protein kctd15-like Protein	2
TcasGA2-TC000271	TcasGA2_TC000271	gnl|WGS:AAJJ|TC000271-PA	U4-U6-60K	U4-U6 small nuclear riboprotein factor 60K	TcasGA2-TC000271	chromosome 3L	CM000277.3	13719057	13723407	4351	-	U4/U6 small nuclear ribonucleoprotein Prp4-like Protein	2
TcasGA2-TC000272	TcasGA2_TC000272	gnl|WGS:AAJJ|TC000272-PA	CG31548	uncharacterized protein Dmel_CG31548	TcasGA2-TC000272	chromosome 3R	CM000277.3	13695790	13696657	868	-	3-oxoacyl-[acyl-carrier-protein] reductase FabG-like Protein	2
TcasGA2-TC000273	TcasGA2_TC000273	gnl|WGS:AAJJ|TC000273-PA	alphaTub84B	alpha-Tubulin at 84B	TcasGA2-TC000273	chromosome 3R	CM000277.3	13692570	13695737	3168	-	Tubulin alpha-1 chain-like Protein	2
TcasGA2-TC000274	TcasGA2_TC000274	gnl|WGS:AAJJ|TC000274-PA	CG15628	uncharacterized protein Dmel_CG15628, isoform B	TcasGA2-TC000274	chromosome 2L	CM000277.3	13681652	13689467	7816	-	hypothetical protein	2
TcasGA2-TC000275	TcasGA2_TC000275	gnl|WGS:AAJJ|TC000275-PA	REPTOR	repressed by TOR, isoform E	TcasGA2-TC000275	chromosome 3R	CM000277.3	13673325	13681367	8043	-	Protein CREBRF homolog-like Protein	2
TcasGA2-TC000276	TcasGA2_TC000276	gnl|WGS:AAJJ|TC000276-PA	CG13901	uncharacterized protein Dmel_CG13901, isoform B	TcasGA2-TC000276	chromosome 3L	CM000277.3	13672491	13673277	787	-	Protein DPCD-like Protein	2
TcasGA2-TC000278	TcasGA2_TC000278	gnl|WGS:AAJJ|TC000278-PA	CG31174	uncharacterized protein Dmel_CG31174, isoform B	TcasGA2-TC000278	chromosome 3R	CM000277.3	13611182	13622376	11195	-	fibroblast growth factor 8	2
